product sku,product title,product_description,image
SKU:  CRXHP703OO ,"Carex Health Care Products Red Rubber Invalid Ring, 16"" ","Durable, heavy-gauge cushion conforms to natural body contours. Clean with damp cloth. Easy to inflate and deflate for travel.",red-rubber-invalid-ring-16-037.jpg
SKU:  ISG24300 ,"Health Care Wholesalers Traction Set, 20 lb ","Traction set applies a sustained pulling pressure so as to correct fractured or dislocated bones, overcome muscle spasms, or relieve pressure on the neck. Features a comfortable Velcro head halter attached by a cable to a 20 lb max, heat sealed, latex water bag. Simple to install over any standard width door, and small enough to store just about anywhere. For orthopedic use under the care or advice of a medical professional.",traction-set-20-lb-060.jpg
SKU:  MAB534-2014-0000 ,Briggs Healthcare DMI Overdoor Traction Sets ,"DMI Overdoor Traction Set includes: pulleys, traction rope, notched adjustable spreader bar, head halter, S-hook and vinyl water bag with graduated scale up to 20 lbs. ",dmi-overdoor-traction-sets-013.jpg
SKU:  CM2433 ,Complete Medical Resistive Pedal Exerciser ,Adjustable from 0 to heavy. Silver-Vein steel. Ideal for geriatrics. Restores Muscle strength and coordination in the arms and legs. ,resistive-pedal-exerciser-fb2.jpg
SKU:  EGN005-FED1 ,Elgin Archxerciser Foot Exerciser ,"The Elgin Archxerciser provides resistance for key foot exercises used in clinical rehab of the arch and foot. The Archxerciser affords patients relief from sore feet by strengthening the foot's intrinsic and extrinsic musculature. Treats a variety of common foot ailments including plantar fasciitis and heel spur syndrome. Archxerciser has a variety of applications. Useful for treating the foot & ankle after surgery, it also improves an athletes and dancers jumping performance and acts as a preventative aid against sore feet for those who stand for extended periods. Archxerciser comes in retail clamshell package with instruction card. Now available in ORIGINAL and PINK!Shin splints? Knee pain? It could be weak feet  (A portion of an article published in The Bulletin on May 21, 2015 by Tara Bannow)Weak feet or ankles that lack stability can cause a number of issues up north, although people tend to overlook these areas. But because feet form the base for the body’s forward motion, they’re crucial in determining which muscles will be emphasized as the body moves. If they’re weak, a person’s balance can be completely off — a big problem for older individuals.Weak feet and instability can also contribute to ailments such as bunions; Morton’s neuroma, a painful nerve condition in the ball of the foot; Achilles tendonitis, swelling and pain in the tendon that connects the leg to the heel; hip bursitis, inflammation of the fluid-filled sacs in the hip joint; and plantar fasciitis, swelling and pain in the tendon that runs along the bottom of the foot.“You know the adage, ‘When the foot hits the ground, everything changes?’ It’s so literally true,” Ford said. “It’s oftentimes the key to treating the knee, treating the hip, treating the back, because if you can change things below, where everything starts, you can really change what’s going on above.” ",archxerciser-foot-exerciser-c8e.jpg
SKU:  EGN004-WR6 ,Elgin 10 Place Chrome Plated Steel Dumbbell Rack ,The Elgin Wall-Mounted Dumbbell Storage Rack is excellent for a room that's tight on space.,10-place-chrome-plated-steel-dumbbell-rack-999.jpg
SKU:  BDSPBDS10010 ,Body Sport Body Sport Fusion Ball ,"The Body Sport Fusion Ball is perfect for all your workout needs. This mini fitness ball measures 7.5"" x 10"" and can be used under the head, neck, or feet for a variety of exercises like crunches, isometrics and more. ",body-sport-fusion-ball-8dc.jpg
SKU:  BDSPBDS10085CM ,Body Sport Fitness Exercise Ball Standard 85 cm Teal ,"Strengthen, stretch and tone all major muscle groups. ",fitness-exercise-ball-standard-85-cm-teal-7a8.gif
SKU:  BDSPBDSKB10 ,Body Sport 10 Lb. Kettlebell ,Cast-iron kettlebell with vinyl coating. Used for strength training and are ideal for functional fitness. Exercise system features progressive weight increase in color-coded increments. Latex-free. 10 lbs.,10-lb-kettlebell-4c3.gif
SKU:  CM26102 ,Hygenic Corporation Flexbar Exercise Bar Blue ,"Blue, 2"" Dia. (25 Lb. Force). Used for wrist, forearm and hand rehabilitation, upper extremity stabilization, neuromuscular re-education, massage therapy, sports grip strengthening. Made from natural rubber. ",flexbar-exercise-bar-blue-1f0.jpg
SKU:  CM9216 ,Hygenic Corporation Thera-Band Exercise Ball- 30 - 75 Cm- Blue ,"Heavy duty exercise ball used to increase flexibility coordination and strength, Includes multi-language exercise instruction chart and retail display box",thera-band-exercise-ball-30-75-cm-blue-788.jpg
SKU:  SKIL252026 ,Skil Care Geo-Pattern C Gait Belt With Metal Buckle ,"Gait Belt, Metal Buckle, Nylon, Geo-Pattern C ",geo-pattern-c-gait-belt-with-metal-buckle-df0.jpg
SKU:  SKIL201170 ,Skil Care Gel-Grip For Small-Medium Hands ,"Gel-Grip, Sm/Md, w/Cloth Cover, 6/PK ",gel-grip-for-small-medium-hands-4c0.jpg
SKU:  SKIL201175 ,Skil Care Gel-Grip For Medium-Large Hands ,"Gel-Grip, Md/Lg w/Cloth Cover, 6/PK ",gel-grip-for-medium-large-hands-68d.jpg
SKU:  IDPPSQ400 ,"Ideal Products Plyobox Set, 12""H, 18""H, 24""H and 30""H ","Improve power and explosiveness of athletic performance, Set of 4 boxes, 12"", 18"", 24"" and 30"" H, Welded steel frame construction, Solid, textured 1/8"" rubber tread surface, Black powdercoat finish, Frame is 1"" square steel tubing, Nestable design for compact storage , 30"" W x 30"" D x 30"" H, 90 pound motor freight shipment. ",plyobox-set-12h-18h-24h-and-30h-0d6.jpg
SKU:  IDPPSQ18 ,"Ideal Products Plyobox, 24"" W x 24"" D x 18"" H ","Improve power and explosiveness of athletic performance, Welded steel frame construction, Solid, textured 1/8"" rubber tread surface, Black powdercoat finish, Frame is 1"" square steel tubing, Nestable design for compact storage, 24"" W x 24"" D x 18"" H, 20 pound parcel shipment. ",plyobox-24-w-x-24-d-x-18-h-d84.jpg
SKU:  IDPPSQ24 ,"Ideal Products Plyobox, 27"" W x 27"" D x 24"" H ","Improve power and explosiveness of athletic performance, Welded steel frame construction, Solid, textured 1/8"" rubber tread surface, Black powdercoat finish, Frame is 1"" square steel tubing, Nestable design for compact storage, 27"" W x 27"" D x 24"" H. 25 pound parcel shipment. ",plyobox-27-w-x-27-d-x-24-h-17e.jpg
SKU:  IDPPSQ30 ,"Ideal Products Plyobox, 30"" W x 30"" D x 30"" H ","Improve power and explosiveness of athletic performance, Welded steel frame construction, Solid, textured 1/8"" rubber tread surface, Black powdercoat finish, Frame is 1"" square steel tubing, Nestable design for compact storage, 30"" W x 30"" D x 30"" H, 29 pound motor freight shipment.",plyobox-30-w-x-30-d-x-30-h-40b.jpg
SKU:  IDPMWR65 ,Ideal Products Combo Weight Storage ,Mobile storage of weights and banding.,combo-weight-storage-53b.jpg
SKU:  IDPWW24 ,"Ideal Products Combo Weight Wagon, 28"" W x 21"" D x 30"" H, 300 lb ","Combo weight storage wagon, White vinyl pegboard on both sides, Grey powdercoat finish, 300 lb. total capacity (20 dumbbells), 24 cuff weight hooks included, Up to 6 rolls of banding, Lower storage tray, Oversized bump handles, 4"" swivel casters, Minor assembly required, 28"" W x 21"" D x 30"" H, 70 pound parcel shipment. Oversized box. ",combo-weight-wagon-28-w-x-21-d-x-30-h-300-lb-1ac.jpg
SKU:  IDPJRS33 ,Ideal Products Rope and Tubing Storage ,"Storage rack for stretch tubing and jump ropes. Stainless steel construction, 6 fixed hooks included, Includes wall mounting hardware, Holds a variety of ropes and tubes, 33"" W x 5"" D x 3"" H, 4 pound parcel shipment. ",rope-and-tubing-storage-fc8.jpg
SKU:  IDPMWR75 ,"Ideal Products Combo Weight Rack Mirror, 24"" W x 24"" D x 53"" H ","A double-sided design with dumbbell racks and mirror, White vinyl pegboard on one side, Acrylic safety mirror on the other side, 12 weight hooks included, Grey powdercoat, welded metal frame, Vertical storage for 20 dumbbells, Stretch band storage for 3 rolls, 3"" dual-wheel swivel casters, Upper storage shelf, Minor assembly required, 24"" W x 24"" D x 53"" H, 86 pound parcel shipment. Oversized. ",combo-weight-rack-mirror-24-w-x-24-d-x-53-h-ad2.jpg
SKU:  PMI0065 ,Probasics Overdoor Traction Set ,The overdoor traction set by ProBasics is ideal for homecare use when prescribed by a physician.,overdoor-traction-set-516.jpg
SKU:  EGN004-WCD4 ,"Elgin Mobile Cuff Weight Storage Rack, 300 lbs ","This sturdy double-sided mobile storage rack by Elgin holds up to 300 lbs. The white vinyl-coated pegboard allows you to design your own storage layout. Made of heavy gauge welded-steel, this rack is powder-coated with an attractive coffee color. Complete with 16 hooks and chrome-plated lower rack for convenient additional storage. Dimensions: 24 1/4"" W x 22 1/4"" D x 49 3/4"" H. ",mobile-cuff-weight-storage-rack-300-lbs-3a2.jpg
SKU:  EGN004-WCD4P ,Elgin Mobile Cuff Weight Rack and 18 pc. Cuff ,This sturdy double-sided mobile storage rack by Elgin holds up to 300 lbs. The white vinyl-coated pegboard allows you to design your own storage layout. ,mobile-cuff-weight-rack-and-18-pc-cuff-d37.jpg
SKU:  EGN004-WR6P ,Elgin Chrome Dumbbell Racks ,"Excellent for a room that's tight on space. Designed to hold up to ten cast iron, neoprene or vinyl-coated dumbbells; these attractive, yet functional chrome-plated racks are constructed of solid welded steel. Elgin Dumbbell Wall Racks are available alone or together as cost-saving dumbbell packages.",chrome-dumbbell-racks-449.jpg
SKU:  ALI3408TB ,Alimed Color Coded Therapy Putty Green Med 2 Ounce ,"AliMed Color-Coded Therapy Putty. You've asked...we've listened! Our everyday putty is now better than ever — and in resistances consistent with industry standards! Silicone-based putty is ideal for any rehabilitation program and maintains its consistency, unlike so many putties on the market today. Guaranteed to maintain its consistency for one year from the date you receive it. Latex free.Personal Putty Kit contains one 2-oz. package of each of the following: Yellow, Red, Green and Blue. ",color-coded-therapy-putty-green-med-2-ounce-397.jpg
SKU:  ALI3409TB ,Alimed Color Coded Therapy Putty Blue Firm 2 Ounce ,"AliMed Color-Coded Therapy Putty. You've asked...we've listened! Our everyday putty is now better than ever — and in resistances consistent with industry standards! Silicone-based putty is ideal for any rehabilitation program and maintains its consistency, unlike so many putties on the market today. Guaranteed to maintain its consistency for one year from the date you receive it. Latex free.Personal Putty Kit contains one 2-oz. package of each of the following: Yellow, Red, Green and Blue. ",color-coded-therapy-putty-blue-firm-2-ounce-087.jpg
SKU:  ALI3464TB ,Alimed Color Coded Therapy Putty Blue Firm 3 Ounce ,"AliMed Color-Coded Therapy Putty. You've asked...we've listened! Our everyday putty is now better than ever — and in resistances consistent with industry standards! Silicone-based putty is ideal for any rehabilitation program and maintains its consistency, unlike so many putties on the market today. Guaranteed to maintain its consistency for one year from the date you receive it. Latex free.Personal Putty Kit contains one 2-oz. package of each of the following: Yellow, Red, Green and Blue. ",color-coded-therapy-putty-blue-firm-3-ounce-70c.jpg
SKU:  ALI3407TB ,"Alimed Color Coded Therapy Putty Red Soft, 2-oz. ","AliMed Color-Coded Therapy Putty. You've asked...we've listened! Our everyday putty is now better than ever — and in resistances consistent with industry standards! Silicone-based putty is ideal for any rehabilitation program and maintains its consistency, unlike so many putties on the market today. Guaranteed to maintain its consistency for one year from the date you receive it. Latex free.Personal Putty Kit contains one 2-oz. package of each of the following: Yellow, Red, Green and Blue. ",color-coded-therapy-putty-red-soft-2-oz-0fc.jpg
SKU:  ALI3461TB ,Alimed Color Coded Therapy Putty Yellow Extra Soft 3 oz ,"AliMed Color-Coded Therapy Putty. You've asked...we've listened! Our everyday putty is now better than ever — and in resistances consistent with industry standards! Silicone-based putty is ideal for any rehabilitation program and maintains its consistency, unlike so many putties on the market today. Guaranteed to maintain its consistency for one year from the date you receive it. Latex free.Personal Putty Kit contains one 2-oz. package of each of the following: Yellow, Red, Green and Blue. ",color-coded-therapy-putty-yellow-extra-soft-3-oz-d3e.jpg
SKU:  ALI3463TB ,"Alimed Color-Coded Therapy Putty, Green, Med., 3-oz. ","AliMed Color-Coded Therapy Putty. You've asked...we've listened! Our everyday putty is now better than ever — and in resistances consistent with industry standards! Silicone-based putty is ideal for any rehabilitation program and maintains its consistency, unlike so many putties on the market today. Guaranteed to maintain its consistency for one year from the date you receive it. Latex free.Personal Putty Kit contains one 2-oz. package of each of the following: Yellow, Red, Green and Blue.",color-coded-therapy-putty-green-med-3-oz-35e.jpg
SKU:  ALI5087 ,"Alimed T-Foam Cubes, X-Soft ","T-Foam Cubes are ideal for use in early joint mobilization exercises. No other product is as safe to use. Made of slow recovery T-Foam, these cubes help the overly enthusiastic patient safely pace prescribed exercise activity. Because T-Foam slowly returns to its original shape when released, the rate of exercise repetition is automatically moderated. The unique feel of T-Foam encourages even the most reluctant patient to gently squeeze these cubes. Economical. Available in three levels of resistance. Use X-Soft for initial mobilization, and progress to Medium. Each T-Foam cube is 2"" x 1-3/4"" x 3"", 18/bx. Patient Pack includes six cubes, two of each level and exercise booklet. Variety Pack includes four of each color. ",t-foam-cubes-x-soft-5fd.jpg
SKU:  ALI5633 ,"Alimed EasyGlide Antimicrobial Therapy Putty, Lt. Purple, X-Soft, 4-oz. ","EasyGlide Antimicrobial Therapy Putty feels clean because it is clean! Innovative, high-quality putty incorporates Agion Antimicrobial agent that uses silver to naturally and continuously resist the growth of odor-causing microbes in the putty. Non-toxic and non-irritating to users. Offers comfortable, even resistance during squeezing, twisting, rolling, and pinching exercises. Smooth, non-greasy texture for improved patient compliance. Won't stick to hands or under nails. Available in four progressive resistances. Latex free. ",easyglide-antimicrobial-therapy-putty-lt-purple-x-soft-4-oz-df7.jpg
SKU:  ALI5082 ,Alimed T Foam Cubes Patient Pack ,"AliMed® T-Foam™ Cubes are ideal for use in early joint mobilization exercises. No other product is as safe to use. Made of slow recovery T-Foam, these cubes help the overly enthusiastic patient safely pace prescribed exercise activity. Because T-Foam slowly returns to its original shape when released, the rate of exercise repetition is automatically moderated.",t-foam-cubes-patient-pack-065.jpg
SKU:  ALI5634 ,"Alimed EasyGlide Antimicrobial Therapy Putty, Blue, Soft, 4-oz. ","EasyGlide Antimicrobial Therapy Putty feels clean because it is clean! Innovative, high-quality putty incorporates Agion® Antimicrobial agent that uses silver to naturally and continuously resist the growth of odor-causing microbes in the putty. Non-toxic and non-irritating to users. Offers comfortable, even resistance during squeezing, twisting, rolling, and pinching exercises. Smooth, non-greasy texture for improved patient compliance. Won't stick to hands or under nails. Available in four progressive resistances. Latex free.",easyglide-antimicrobial-therapy-putty-blue-soft-4-oz-f6a.jpg
SKU:  ALI5635 ,"Alimed EasyGlide Antimicrobial Therapy Putty, Purple, Firm, 4-oz. ","EasyGlide Antimicrobial Therapy Putty feels clean because it is clean! Innovative, high-quality putty incorporates Agion Antimicrobial agent that uses silver to naturally and continuously resist the growth of odor-causing microbes in the putty. Non-toxic and non-irritating to users. Offers comfortable, even resistance during squeezing, twisting, rolling, and pinching exercises. Smooth, non-greasy texture for improved patient compliance. Won't stick to hands or under nails. Available in four progressive resistances. Latex free.",easyglide-antimicrobial-therapy-putty-purple-firm-4-oz-aa3.jpg
SKU:  ALI3405TB ,Alimed Color Coded Therapy Putty Tan Extra Extra Soft 2 Ounce ,"AliMed Color-Coded Therapy Putty. You've asked...we've listened! Our everyday putty is now better than ever — and in resistances consistent with industry standards! Silicone-based putty is ideal for any rehabilitation program and maintains its consistency, unlike so many putties on the market today. Guaranteed to maintain its consistency for one year from the date you receive it. Latex free.Personal Putty Kit contains one 2-oz. package of each of the following: Yellow, Red, Green and Blue. ",color-coded-therapy-putty-tan-extra-extra-soft-2-ounce-128.jpg
SKU:  ALI3435DVD ,"Alimed Exercise Ball with FREE Pilates Core Ball/DVD, 45cm, Green, For Height 4' 7""- 5' ","AliMed Slow Deflate Exercise Ball A fun, versatile tool to help get you into shape. Most exercise balls will explosively deflate if punctured. The puncture rips open and the air rushes out at once. Our Slow Deflate Exercise Ball, if punctured, will not rip open so the air slowly leaks out, assuring a safe landing. Includes two plugs and free manual inflation pump. Appropriate ball size is determined by user's height. 600-lb. static weight capacity. ",exercise-ball-with-free-pilates-core-ball-dvd-45cm-green-for-height-4-7-5-cab.jpg
SKU:  ALI5085 ,Alimed T Foam Cubes Soft ,"AliMed® T-Foam™ Cubes are ideal for use in early joint mobilization exercises. No other product is as safe to use. Made of slow recovery T-Foam, these cubes help the overly enthusiastic patient safely pace prescribed exercise activity.",t-foam-cubes-soft-5be.jpg
SKU:  ALI5086 ,"Alimed T-Foam Cubes, Medium ","T-Foam Cubes are ideal for use in early joint mobilization exercises. No other product is as safe to use. Made of slow recovery T-Foam, these cubes help the overly enthusiastic patient safely pace prescribed exercise activity. Because T-Foam slowly returns to its original shape when released, the rate of exercise repetition is automatically moderated. The unique feel of T-Foam encourages even the most reluctant patient to gently squeeze these cubes. Economical. Available in three levels of resistance. Use X-Soft for initial mobilization, and progress to Medium. Each T-Foam cube is 2"" x 1-3/4"" x 3"", 18/bx. Patient Pack includes six cubes, two of each level and exercise booklet. Variety Pack includes four of each color. ",t-foam-cubes-medium-2bf.jpg
SKU:  ALI5632 ,"Alimed EasyGlide Antimicrobial Therapy Putty, Lt. Blue, XX-Soft, 4-oz. ","Antimicrobial Therapy Putty feels clean because it is clean! Innovative, high-quality putty incorporates Agion Antimicrobial agent that uses silver to naturally and continuously resist the growth of odor-causing microbes in the putty. Non-toxic and non-irritating to users. Offers comfortable, even resistance during squeezing, twisting, rolling, and pinching exercises. Smooth, non-greasy texture for improved patient compliance. Won't stick to hands or under nails. Available in four progressive resistances. Latex free. ",easyglide-antimicrobial-therapy-putty-lt-blue-xx-soft-4-oz-fbf.jpg
SKU:  ALI3406TB ,"Alimed Color-Coded Therapy Putty, Yellow, X-Soft, 2-oz. ","Color-Coded Therapy Putty. You've asked...we've listened! Our everyday putty is now better than ever — and in resistances consistent with industry standards! Silicone-based putty is ideal for any rehabilitation program and maintains its consistency, unlike so many putties on the market today. Guaranteed to maintain its consistency for one year from the date you receive it. Latex free. ",color-coded-therapy-putty-yellow-x-soft-2-oz-c9f.jpg
SKU:  ALI3460TB ,"Alimed Color-Coded Therapy Putty, Tan, XX-Soft, 3-oz. ","Color-Coded Therapy Putty. You've asked...we've listened! Our everyday putty is now better than ever — and in resistances consistent with industry standards! Silicone-based putty is ideal for any rehabilitation program and maintains its consistency, unlike so many putties on the market today. Guaranteed to maintain its consistency for one year from the date you receive it. Latex free. ",color-coded-therapy-putty-tan-xx-soft-3-oz-9eb.jpg
SKU:  ALI3462TB ,"Alimed Color-Coded Therapy Putty, Red, Soft, 3-oz. ","Color-Coded Therapy Putty. You've asked...we've listened! Our everyday putty is now better than ever — and in resistances consistent with industry standards! Silicone-based putty is ideal for any rehabilitation program and maintains its consistency, unlike so many putties on the market today. Guaranteed to maintain its consistency for one year from the date you receive it. Latex free. ",color-coded-therapy-putty-red-soft-3-oz-149.jpg
SKU:  ALI31964 ,"Alimed Light Workout Exercisers, Folding Exerciser ",Light Workout Exerciser for arms or legs. Wraparound foot straps for use with or without footwear. Nonskid foot pads. Resistance adjusts manually. Silver vein finish. Folding Light Workout Exerciser has chrome finish. 8 lbs. ,light-workout-exercisers-folding-exerciser-6af.jpg
SKU:  ALI5462 ,"Alimed Swanson Grip-X Athletic Grade, Hard, Black ","Swanson Grip-X is an isometric exerciser that is ideal for strengthening grip and forearm musculature. Developed by Alfred B. Swanson, M.D., FACS, and Mary DeBoer, RPT, for hand rehabilitation after finger-joint arthoplasty. Grip-X is shaped to fit inside flexed fingers and support the MP joints during isometric exercise of the forearm. Choose from three, color-coded firmnesses. Effective exercise for improving golf and tennis grip. PVC rubber. Select a set of three Grip-X®, one of each grade, and save 15%. ",swanson-grip-x-athletic-grade-hard-black-8bf.jpg
SKU:  ALI8599 ,"Alimed Holding Mitts, Large Hands, 12"" ",Holding Mitts secure the affected hand to the hand grip of an exercise pulley system during passive ROM exercise. Soft vinyl fabric. Hook and loop closure. Much more comfortable to wear and use.Sizing: Measure hand circumference at MP joints. ,holding-mitts-large-hands-12-880.jpg
SKU:  ALI8598 ,"Alimed Holding Mitt Average Hands 10.25"" ",Holding Mitts secure the affected hand to the hand grip of an exercise pulley system during passive ROM exercise. Soft vinyl fabric. Hook and loop closure. Much more comfortable to wear and use. Sizing: Measure hand circumference at MP joints. ,holding-mitt-average-hands-1025-ce0.jpg
SKU:  SKIL708030 ,Skil Care Ex-Box With Bands ,"This portable exercise device uses stretch tubing for exercising the legs, back, shoulders, and arms. It provides a wide range of upper and lower body resistance and range of motion exercises. The device can be used in any fixed position chair or in a locked wheelchair, and its easy attachment sockets permit quick adjustments.Skil-Care Ex-Box With Bands provides a convenient platform for enabling a variety of strength-training, range-of-motion, flexibility-enhancing, and coordination exercises. It features easy-attach and easy-release adjustable sockets that accept exercise tubes and bands at all resistance levels. Designed for portability, the Ex-Box can be used anywhere. ",ex-box-with-bands-ed1.png
SKU:  SKIL201020 ,Skil Care Cushion Grip ,"Cushion Grip, 6/PK ",cushion-grip-b3d.jpg
SKU:  SKIL201020 ,Skil Care Cushion Grip ,"Cushion Grip, 6/PK ",cushion-grip-b3d.jpg
SKU:  3PTP7100-2 ,"3 Point Products Putty, Green, 3 oz, Medium Resistance ","Soft, airy texture is pleasant to the touch. Since this hand exercise putty is not greasy or sticky, 3pp Putty will not stick to skin and leave no residue. Medium resistance: great for increasing hand strength after injury or for maintaining hand strength. Silicone putty is latex free. Odorless and non-toxic. Will not harden or wear out. Includes instructions with 10 suggested exercises. ",putty-green-3-oz-medium-resistance-9ed.jpg
SKU:  BDSPBDS10045CM ,"Body Sport 45 CM Body Height 4'7"" to 5' Fitness Ball Exercise Ball Purple ","Body Sport Fitness Balls can be used to strengthen, stretch and tone all major muscle groups. They are the prefect addition to your ab workout, balance training, platies, personal training and more. They will also help enhance balance and coordination. With their gently ridged surface, your grip will be improved. Available in two versions, Standard and Slow-Air Release (Burst-Resistant). The Slow-Air Release version, if punctured, deflates more slowly than the standard exercise ball. Each box Includes an inflatable Fitness Ball, air pump, easy-to-follow instructions and illustrated exercise guide. Each ball has a 600-lb. static weight capacity and is latex-free. ",45-cm-body-height-47-to-5-fitness-ball-exercise-ball-purple-b60.gif
SKU:  BDSPBDS10055ABCM ,Body Sport Anti Burst Fitness Ball Exercise Ball Green 55 cm ,"Body Sport Fitness Balls can be used to strengthen, stretch and tone all major muscle groups. They are the prefect addition to your ab workout, balance training, platies, personal training and more. They will also help enhance balance and coordination. With their gently ridged surface, your grip will be improved. Available in two versions, Standard and Slow-Air Release (Burst-Resistant). The Slow-Air Release version, if punctured, deflates more slowly than the standard exercise ball. Each box Includes an inflatable Fitness Ball, air pump, easy-to-follow instructions and illustrated exercise guide. Each ball has a 600-lb. static weight capacity and is latex-free. ",anti-burst-fitness-ball-exercise-ball-green-55-cm-53f.gif
SKU:  BDSPBDS10055CM ,"Body Sport 55 CM Body Height 5'1"" to 5'6"" Fitness Ball Exercise Ball Green ","Body Sport Fitness Balls can be used to strengthen, stretch and tone all major muscle groups. They are the prefect addition to your ab workout, balance training, platies, personal training and more. They will also help enhance balance and coordination. With their gently ridged surface, your grip will be improved. Available in two versions, Standard and Slow-Air Release (Burst-Resistant). The Slow-Air Release version, if punctured, deflates more slowly than the standard exercise ball. Each box Includes an inflatable Fitness Ball, air pump, easy-to-follow instructions and illustrated exercise guide. Each ball has a 600-lb. static weight capacity and is latex-free. ",55-cm-body-height-51-to-56-fitness-ball-exercise-ball-green-4b2.gif
SKU:  BDSPBDS10065CM ,"Body Sport 65 CM Body Height 5'7"" to 6'1"" Fitness Ball Exercise Ball Yellow ","Body Sport Fitness Balls can be used to strengthen, stretch and tone all major muscle groups. They are the prefect addition to your ab workout, balance training, platies, personal training and more. They will also help enhance balance and coordination. With their gently ridged surface, your grip will be improved. Available in two versions, Standard and Slow-Air Release (Burst-Resistant). The Slow-Air Release version, if punctured, deflates more slowly than the standard exercise ball. Each box Includes an inflatable Fitness Ball, air pump, easy-to-follow instructions and illustrated exercise guide. Each ball has a 600-lb. static weight capacity and is latex-free. ",65-cm-body-height-57-to-61-fitness-ball-exercise-ball-yellow-2d0.gif
SKU:  BDSPBDS10075ABCM ,"Body Sport 75 CM Body Height 6'2"" to 6'8"" Anti-Burst Fitness Ball Exercise Ball Red ","Body Sport Fitness Balls can be used to strengthen, stretch and tone all major muscle groups. They are the prefect addition to your ab workout, balance training, platies, personal training and more. They will also help enhance balance and coordination. With their gently ridged surface, your grip will be improved. Available in two versions, Standard and Slow-Air Release (Burst-Resistant). The Slow-Air Release version, if punctured, deflates more slowly than the standard exercise ball. Each box Includes an inflatable Fitness Ball, air pump, easy-to-follow instructions and illustrated exercise guide. Each ball has a 600-lb. static weight capacity and is latex-free. ",75-cm-body-height-62-to-68-anti-burst-fitness-ball-exercise-ball-red-554.gif
SKU:  BDSPBDS10075CM ,Body Sport Fitness Ball Exercise Ball Red ,"Body Sport Fitness Balls can be used to strengthen, stretch and tone all major muscle groups. They are the prefect addition to your ab workout, balance training, platies, personal training and more. They will also help enhance balance and coordination. With their gently ridged surface, your grip will be improved. Available in two versions, Standard and Slow-Air Release (Burst-Resistant). The Slow-Air Release version, if punctured, deflates more slowly than the standard exercise ball. Each box Includes an inflatable Fitness Ball, air pump, easy-to-follow instructions and illustrated exercise guide. Each ball has a 600-lb. static weight capacity and is latex-free.",fitness-ball-exercise-ball-red-089.gif
SKU:  EGN008-065 ,Elgin Commercial Burst Resist Exercise SD Balls 65cm British Racing Green 600 lb ,"Designed by Elgin, the oldest manufacturer of professional physical therapy exercise products.",commercial-burst-resist-exercise-sd-balls-65cm-british-racing-green-600-lb-2bc.jpg
SKU:  EGN026-21910 ,Elgin Thera-Band Wall Station ,"The first compact, total body rehab system designed for in-clinic strength training that features the familiar colors and resistance levels of Thera-Band clip-connect tubing. The Wall Station includes 2 full color wall posters with 68 upper and lower extremity illustrations for excellent patient learning and acceptance. The system also provides a comprehensive accessory package that includes soft grip handles, extremity straps and a head strap.",thera-band-wall-station-bda.jpg
SKU:  BDSPZZRWB04 ,Body Sport Weight Bar 4 Lbs. 4 Ft Long ,"Helps build lean body mass and muscle definition. Used for a variety of workouts including strength training, conditioning, interval and circuit training, yoga, Pilates and flexibility. 4' long. Covered in durable rubber for a comfortable, secure grip. Feature black rubber end caps that protect floors. Latex-free. 4 lbs. ",weight-bar-4-lbs-4-ft-long-1af.gif
SKU:  CM100960B ,Rehab World Finger Extension Exerciser Blue Xtensor ,"Repetitive finger and grip motion issues are a significant and growing problem * The XtensorTM design represents a breakthrough and is an essential tool for therapists treating patients recovering from: Tennis Elbow, Tendonitis in the wrist, overcoming the effects of a stroke, hand trauma rehabilitation, and much more * The one sided activity that is reflective of the work performed by the hands in everyday life can now be counterbalanced by the XtensorTM with continous tension applied to opening the hands using an optimal line of motion replicating the exact opposite movement to closing the hands * Use on either hand",finger-extension-exerciser-blue-xtensor-5d6.jpg
SKU:  CMVFR20 ,Rehab World Tower Weight Rack ,A sturdy A-Frame design dumbell rack that can hold 2 full sets of weights (1-10 Lbs). Compact profile is both space-saving and eye appealing.,tower-weight-rack-a54.jpg
SKU:  CM26100 ,Hygenic Corporation Flexbar Exercise Bar Red ,Used for wrist forearm and hand rehabilitation upper extremity stabilization neuromuscular re-education massage therapy sports grip strengthening ,flexbar-exercise-bar-red-678.jpg
SKU:  CM10067D ,Hygenic Corporation Thera-Band Resistive Exercise Tubing 25 Feet Blue ,25 Foot Patient Roll,thera-band-resistive-exercise-tubing-25-feet-blue-097.jpg
SKU:  CM10116B ,Pre Pak Products Home Ranger Shoulder Pulley With Overdoor Bracket ,"Home Ranger Shoulder Pulley with Overdoor Bracket is a smooth gliding, durable, self-lubricating nylon pulley. Braided nylon rope is marked at intervals for patients to judge progress. Rubber handles are custom-molded to the shape of a closed hand. Web strap can be placed over the door or on the side of the door. Includes a free exercise book and patient progress chart.",home-ranger-shoulder-pulley-with-overdoor-bracket-a68.jpg
SKU:  CM10004A ,Rehab World Foot Leg Skate 6 X 6 Foot ,Includes velcro straps and can be used on the floor table or powder board. ,foot-leg-skate-6-x-6-foot-c50.jpg
SKU:  CM10004B ,Rehab World Foot Leg Skate 6 X 12 Leg ,Includes velcro straps and can be used on the floor table or powder board. ,foot-leg-skate-6-x-12-leg-ba9.jpg
